"pos_x, pos_y"
-6.431827496274425e-05,0.00035794846860434974
-6.431827496274425e-05,0.00035794846860434974
-6.431827496274425e-05,0.00035794846860434974
-6.431827496274425e-05,0.00035794846860434974
-6.431827496274425e-05,0.00035794846860434974
-6.443182684702595e-05,0.0003586470743260153
-6.443182684702595e-05,0.0003586470743260153
-6.443182684702595e-05,0.0003586470743260153
-6.443182684702595e-05,0.0003586470743260153
-0.000347538041537831,0.000349454967857922
-0.000347538041537831,0.000349454967857922
-0.000347538041537831,0.000349454967857922
-0.000347538041537831,0.000349454967857922
-0.000567426626622256,0.0003366317217818797
-0.000567426626622256,0.0003366317217818797
-0.000567426626622256,0.0003366317217818797
-0.0007933352951267226,0.0003147962411091142
-0.0007933352951267226,0.0003147962411091142
-0.0007933352951267226,0.0003147962411091142
-0.0007933352951267226,0.0003147962411091142
-0.001011872748236658,0.00028795901601651706
-0.001011872748236658,0.00028795901601651706
-0.001011872748236658,0.00028795901601651706
-0.001011872748236658,0.00028795901601651706
-0.001011872748236658,0.00028795901601651706
-0.0012295717834307374,0.0002557307392313952
-0.0012295717834307374,0.0002557307392313952
-0.0012295717834307374,0.0002557307392313952
-0.0012295717834307374,0.0002557307392313952
-0.0012295717834307374,0.0002557307392313952
-0.0016684505657564453,0.00017381521243691172
-0.0016684505657564453,0.00017381521243691172
-0.0016684505657564453,0.00017381521243691172
-0.0016684505657564453,0.00017381521243691172
-0.0018828176022173508,0.0001254064561413507
-0.0018828176022173508,0.0001254064561413507
-0.002102259218560689,7.000965893125862e-05
-0.002102259218560689,7.000965893125862e-05
-0.002102259218560689,7.000965893125862e-05
-0.002102259218560689,7.000965893125862e-05
-0.002313737371793901,1.0919493445685213e-05
-0.002313737371793901,1.0919493445685213e-05
-0.002313737371793901,1.0919493445685213e-05
-0.002313737371793901,1.0919493445685213e-05
-0.002313737371793901,1.0919493445685213e-05
-0.0025236020429444056,-5.3375350381793495e-05
-0.0025236020429444056,-5.3375350381793495e-05
-0.0025236020429444056,-5.3375350381793495e-05
-0.0025236020429444056,-5.3375350381793495e-05
-0.0025236020429444056,-5.3375350381793495e-05
-0.002944214937402892,-0.00019975066912877176
-0.002944214937402892,-0.00019975066912877176
-0.002944214937402892,-0.00019975066912877176
-0.002944214937402892,-0.00019975066912877176
-0.0031484359502677696,-0.0002795534237373968
-0.0031484359502677696,-0.0002795534237373968
-0.003356640276447555,-0.00036702494879859533
-0.003356640276447555,-0.00036702494879859533
-0.003356640276447555,-0.00036702494879859533
-0.003356640276447555,-0.00036702494879859533
-0.0035564583210088633,-0.00045696538486143757
-0.0035564583210088633,-0.00045696538486143757
-0.0035564583210088633,-0.00045696538486143757
-0.0035564583210088633,-0.00045696538486143757
-0.0037539284745582626,-0.0005518155595219823
